scene,video,frame_idx,soft_label,label
scene_A,v02,0,0.0,normal
scene_A,v02,1,0.0,normal
scene_A,v02,2,0.0,normal
scene_A,v02,3,0.0,normal
scene_A,v02,4,0.0,normal
scene_A,v02,5,0.0,normal
scene_A,v02,6,0.0,normal
scene_A,v02,7,0.0,normal
scene_A,v02,8,0.0,normal
scene_A,v02,9,0.0,normal
scene_A,v02,10,0.0,normal
scene_A,v02,11,0.0,normal
scene_A,v02,12,0.0,normal
scene_A,v02,13,0.0,normal
scene_A,v02,14,0.0,normal
scene_A,v02,15,0.0,normal
scene_A,v02,16,0.0,normal
scene_A,v02,17,0.0,normal
scene_A,v02,18,0.0,normal
scene_A,v02,19,0.0,normal
scene_A,v02,20,0.0,normal
scene_A,v02,21,0.0,normal
scene_A,v02,22,0.0,normal
scene_A,v02,23,0.0,normal
scene_A,v02,24,0.0,normal
scene_A,v02,25,0.0,normal
scene_A,v02,26,0.0,normal
scene_A,v02,27,0.0,normal
scene_A,v02,28,0.0,normal
scene_A,v02,29,0.0,normal
scene_A,v02,30,0.0,normal
scene_A,v02,31,0.0,normal
scene_A,v02,32,0.0,normal
scene_A,v02,33,0.0,normal
scene_A,v02,34,0.0,normal
scene_A,v02,35,0.0,normal
scene_A,v02,36,0.0,normal
scene_A,v02,37,0.0,normal
scene_A,v02,38,0.0,normal
scene_A,v02,39,0.0,normal
scene_A,v02,40,0.0,normal
scene_A,v02,41,0.0,normal
scene_A,v02,42,0.0,normal
scene_A,v02,43,0.0,normal
scene_A,v02,44,0.0,normal
scene_A,v02,45,0.0,normal
scene_A,v02,46,0.0,normal
scene_A,v02,47,0.0,normal
scene_A,v02,48,0.0,normal
scene_A,v02,49,0.0,normal
scene_A,v02,50,0.0,normal
scene_A,v02,51,0.0,normal
scene_A,v02,52,0.0,normal
scene_A,v02,53,0.0,normal
scene_A,v02,54,0.0,normal
scene_A,v02,55,0.0,normal
scene_A,v02,56,0.0,normal
scene_A,v02,57,0.0,normal
scene_A,v02,58,0.0,normal
scene_A,v02,59,0.0,normal
scene_A,v02,60,0.0,normal
scene_A,v02,61,0.0,normal
scene_A,v02,62,0.0,normal
scene_A,v02,63,0.0,normal
scene_A,v02,64,0.0,normal
scene_A,v02,65,0.0,normal
scene_A,v02,66,0.0,normal
scene_A,v02,67,0.0,normal
scene_A,v02,68,0.0,normal
scene_A,v02,69,0.0,normal
scene_A,v02,70,0.0,normal
scene_A,v02,71,0.0,normal
scene_A,v02,72,0.0,normal
scene_A,v02,73,0.0,normal
scene_A,v02,74,0.0,normal
scene_A,v02,75,0.0,normal
scene_A,v02,76,0.0,normal
scene_A,v02,77,0.0,normal
scene_A,v02,78,0.0,normal
scene_A,v02,79,0.0,normal
scene_A,v02,80,0.0,normal
scene_A,v02,81,0.0,normal
scene_A,v02,82,0.0,normal
scene_A,v02,83,0.0,normal
scene_A,v02,84,0.0,normal
scene_A,v02,85,0.0,normal
scene_A,v02,86,0.0,normal
scene_A,v02,87,0.0,normal
scene_A,v02,88,0.0,normal
scene_A,v02,89,0.0,normal
scene_A,v02,90,0.0,normal
scene_A,v02,91,0.0,normal
scene_A,v02,92,0.0,normal
scene_A,v02,93,0.0,normal
scene_A,v02,94,0.0,normal
scene_A,v02,95,0.0,normal
scene_A,v02,96,0.0,normal
scene_A,v02,97,0.0,normal
scene_A,v02,98,0.0,normal
scene_A,v02,99,0.0,normal
scene_A,v02,100,0.0,normal
scene_A,v02,101,0.0,normal
scene_A,v02,102,0.0,normal
scene_A,v02,103,0.0,normal
scene_A,v02,104,0.0,normal
scene_A,v02,105,0.0,normal
scene_A,v02,106,0.0,normal
scene_A,v02,107,0.0,normal
scene_A,v02,108,0.0,normal
scene_A,v02,109,0.0,normal
scene_A,v02,110,0.0,normal
scene_A,v02,111,0.0,normal
scene_A,v02,112,0.0,normal
scene_A,v02,113,0.0,normal
scene_A,v02,114,0.0,normal
scene_A,v02,115,0.0,normal
scene_A,v02,116,0.0,normal
scene_A,v02,117,0.0,normal
scene_A,v02,118,0.0,normal
scene_A,v02,119,0.0,normal
scene_A,v02,120,0.0,normal
scene_A,v02,121,0.0,normal
scene_A,v02,122,0.0,normal
scene_A,v02,123,0.0,normal
scene_A,v02,124,0.0,normal
scene_A,v02,125,0.0,normal
scene_A,v02,126,0.0,normal
scene_A,v02,127,0.0,normal
scene_A,v02,128,0.0,normal
scene_A,v02,129,0.0,normal
scene_A,v02,130,0.0,normal
scene_A,v02,131,0.0,normal
scene_A,v02,132,0.0,normal
scene_A,v02,133,0.0,normal
scene_A,v02,134,0.0,normal
scene_A,v02,135,0.0,normal
scene_A,v02,136,0.0,normal
scene_A,v02,137,0.0,normal
scene_A,v02,138,0.0,normal
scene_A,v02,139,0.0,normal
scene_A,v02,140,0.0,normal
scene_A,v02,141,0.0,normal
scene_A,v02,142,0.0,normal
scene_A,v02,143,0.0,normal
scene_A,v02,144,0.0,normal
scene_A,v02,145,0.0,normal
scene_A,v02,146,0.0,normal
scene_A,v02,147,0.0,normal
scene_A,v02,148,0.0,normal
scene_A,v02,149,0.0,normal
scene_A,v02,150,0.0,normal
scene_A,v02,151,0.0,normal
scene_A,v02,152,0.0,normal
scene_A,v02,153,0.0,normal
scene_A,v02,154,0.0,normal
scene_A,v02,155,0.0,normal
scene_A,v02,156,0.0,normal
scene_A,v02,157,0.0,normal
scene_A,v02,158,0.0,normal
scene_A,v02,159,0.0,normal
scene_A,v02,160,0.0,normal
scene_A,v02,161,0.0,normal
scene_A,v02,162,0.0,normal
scene_A,v02,163,0.0,normal
scene_A,v02,164,0.0,normal
scene_A,v02,165,0.0,normal
scene_A,v02,166,0.0,normal
scene_A,v02,167,0.0,normal
scene_A,v02,168,0.0,normal
scene_A,v02,169,0.0,normal
scene_A,v02,170,0.0,normal
scene_A,v02,171,0.0,normal
scene_A,v02,172,0.0,normal
scene_A,v02,173,0.0,normal
scene_A,v02,174,0.0,normal
scene_A,v02,175,0.0,normal
scene_A,v02,176,0.0,normal
scene_A,v02,177,0.0,normal
scene_A,v02,178,0.0,normal
scene_A,v02,179,0.0,normal
scene_A,v02,180,0.0,normal
scene_A,v02,181,0.0,normal
scene_A,v02,182,0.0,normal
scene_A,v02,183,0.0,normal
scene_A,v02,184,0.0,normal
scene_A,v02,185,0.0,normal
scene_A,v02,186,0.0,normal
scene_A,v02,187,0.0,normal
scene_A,v02,188,0.0,normal
scene_A,v02,189,0.0,normal
scene_A,v02,190,0.0,normal
scene_A,v02,191,0.0,normal
scene_A,v02,192,0.0,normal
scene_A,v02,193,0.0,normal
scene_A,v02,194,0.0,normal
scene_A,v02,195,0.0,normal
scene_A,v02,196,0.0,normal
scene_A,v02,197,0.0,normal
scene_A,v02,198,0.0,normal
scene_A,v02,199,0.0,normal
scene_A,v02,200,0.0,normal
scene_A,v02,201,0.0,normal
scene_A,v02,202,0.0,normal
scene_A,v02,203,0.0,normal
scene_A,v02,204,0.0,normal
scene_A,v02,205,0.0,normal
scene_A,v02,206,0.0,normal
scene_A,v02,207,0.0,normal
scene_A,v02,208,0.0,normal
scene_A,v02,209,0.0,normal
scene_A,v02,210,0.0,normal
scene_A,v02,211,0.0,normal
scene_A,v02,212,0.0,normal
scene_A,v02,213,0.0,normal
scene_A,v02,214,0.0,normal
scene_A,v02,215,0.0,normal
scene_A,v02,216,0.0,normal
scene_A,v02,217,0.0,normal
scene_A,v02,218,0.0,normal
scene_A,v02,219,0.0,normal
scene_A,v02,220,0.0,normal
scene_A,v02,221,0.0,normal
scene_A,v02,222,0.0,normal
scene_A,v02,223,0.0,normal
scene_A,v02,224,0.0,normal
scene_A,v02,225,0.0,normal
scene_A,v02,226,0.0,normal
scene_A,v02,227,0.0,normal
scene_A,v02,228,0.0,normal
scene_A,v02,229,0.0,normal
scene_A,v02,230,0.0,normal
scene_A,v02,231,0.0,normal
scene_A,v02,232,0.0,normal
scene_A,v02,233,0.0,normal
scene_A,v02,234,0.0,normal
scene_A,v02,235,0.0,normal
scene_A,v02,236,0.0,normal
scene_A,v02,237,0.0,normal
scene_A,v02,238,0.0,normal
scene_A,v02,239,0.0,normal
scene_A,v02,240,0.0,normal
scene_A,v02,241,0.0,normal
scene_A,v02,242,0.0,normal
scene_A,v02,243,0.0,normal
scene_A,v02,244,0.0,normal
scene_A,v02,245,0.0,normal
scene_A,v02,246,0.0,normal
scene_A,v02,247,0.0,normal
scene_A,v02,248,0.0,normal
scene_A,v02,249,0.0,normal
scene_A,v02,250,0.0,normal
scene_A,v02,251,0.0,normal
scene_A,v02,252,0.0,normal
scene_A,v02,253,0.0,normal
scene_A,v02,254,0.0,normal
scene_A,v02,255,0.0,normal
scene_A,v02,256,0.0,normal
scene_A,v02,257,0.0,normal
scene_A,v02,258,0.0,normal
scene_A,v02,259,0.0,normal
scene_A,v02,260,0.0,normal
scene_A,v02,261,0.0,normal
scene_A,v02,262,0.0,normal
scene_A,v02,263,0.0,normal
scene_A,v02,264,0.0,normal
scene_A,v02,265,0.0,normal
scene_A,v02,266,0.0,normal
scene_A,v02,267,0.0,normal
scene_A,v02,268,0.0,normal
scene_A,v02,269,0.0,normal
scene_A,v02,270,0.0,normal
scene_A,v02,271,0.0,normal
scene_A,v02,272,0.0,normal
scene_A,v02,273,0.0,normal
scene_A,v02,274,0.0,normal
scene_A,v02,275,0.0,normal
scene_A,v02,276,0.0,normal
scene_A,v02,277,0.0,normal
scene_A,v02,278,0.0,normal
scene_A,v02,279,0.0,normal
scene_A,v02,280,0.0,normal
scene_A,v02,281,0.0,normal
scene_A,v02,282,0.0,normal
scene_A,v02,283,0.0,normal
scene_A,v02,284,0.0,normal
scene_A,v02,285,0.0,normal
scene_A,v02,286,0.0,normal
scene_A,v02,287,0.0,normal
scene_A,v02,288,0.0,normal
scene_A,v02,289,0.0,normal
scene_A,v02,290,0.0,normal
scene_A,v02,291,0.0,normal
scene_A,v02,292,0.0,normal
scene_A,v02,293,0.0,normal
scene_A,v02,294,0.0,normal
scene_A,v02,295,0.0,normal
scene_A,v02,296,0.0,normal
scene_A,v02,297,0.0,normal
scene_A,v02,298,0.0,normal
scene_A,v02,299,0.0,normal
scene_A,v02,300,0.0,normal
scene_A,v02,301,0.0,normal
scene_A,v02,302,0.0,normal
scene_A,v02,303,0.0,normal
scene_A,v02,304,0.0,normal
scene_A,v02,305,0.0,normal
scene_A,v02,306,0.0,normal
scene_A,v02,391,0.0,normal
scene_A,v02,392,0.0,normal
scene_A,v02,393,0.0,normal
scene_A,v02,394,0.0,normal
scene_A,v02,395,0.0,normal
scene_A,v02,396,0.0,normal
scene_A,v02,397,0.0,normal
scene_A,v02,398,0.0,normal
scene_A,v02,399,0.0,normal
scene_A,v02,400,0.0,normal
scene_A,v02,401,0.0,normal
scene_A,v02,402,0.0,normal
scene_A,v02,403,0.0,normal
scene_A,v02,404,0.0,normal
scene_A,v02,405,0.0,normal
scene_A,v02,406,0.0,normal
scene_A,v02,407,0.0,normal
scene_A,v02,408,0.0,normal
scene_A,v02,409,0.0,normal
scene_A,v02,410,0.0,normal
scene_A,v02,411,0.0,normal
scene_A,v02,412,0.0,normal
scene_A,v02,413,0.0,normal
scene_A,v02,414,0.0,normal
scene_A,v02,415,0.0,normal
